2018,8,3,10,12,1,25.50,27.00,26.25,27.50,27.50
2018,8,3,10,12,1,29.25,30.50,30.25,31.25,30.75
2018,8,3,10,12,1,29.50,30.50,30.25,31.50,31.00
2018,8,3,10,13,1,29.75,31.25,30.75,31.50,31.25
2018,8,3,10,13,1,30.00,31.50,30.75,31.75,31.25
2018,8,3,10,13,1,30.00,31.50,30.75,32.25,31.50
2018,8,3,10,13,1,30.25,31.50,31.00,32.25,31.50
2018,8,3,10,13,1,30.25,31.25,31.25,32.00,31.25
2018,8,3,10,13,1,30.25,31.50,31.25,31.75,31.50
2018,8,3,10,14,1,29.75,31.75,31.00,32.50,31.50
2018,8,3,10,14,1,30.50,32.00,30.50,32.75,31.75
2018,8,3,10,14,1,30.50,31.75,31.00,32.25,32.00
2018,8,3,10,14,1,30.00,32.00,31.00,32.00,32.00
2018,8,3,10,14,1,30.50,31.25,31.50,32.00,31.50
2018,8,3,10,15,1,30.50,31.75,31.25,32.25,31.50
2018,8,3,10,15,1,30.50,31.75,30.75,32.25,32.25
2018,8,3,10,15,1,30.50,32.00,31.75,32.75,32.00
2018,8,3,10,15,1,30.25,32.25,31.25,32.75,32.50
2018,8,3,10,15,1,30.50,31.75,31.50,32.50,32.25
2018,8,3,10,15,1,30.25,32.00,31.50,32.50,32.25
2018,8,3,10,16,1,30.50,32.50,31.25,32.50,32.00
2018,8,3,10,16,1,30.50,32.00,31.25,32.75,32.50
2018,8,3,10,16,1,30.75,31.75,31.25,32.50,32.25
2018,8,3,10,16,1,30.75,32.00,31.50,32.75,32.00
2018,8,3,10,16,1,30.75,32.25,31.50,32.25,32.00
2018,8,3,10,16,1,30.00,32.00,31.00,32.75,32.25
2018,8,3,10,17,1,30.75,32.00,31.25,32.50,32.00
2018,8,3,10,17,1,30.75,31.75,31.25,32.50,32.00
2018,8,3,10,17,1,30.75,32.25,31.25,32.75,32.25
2018,8,3,10,17,1,30.75,32.25,31.50,32.00,31.75
2018,8,3,10,17,1,30.75,31.75,31.00,32.25,32.00
2018,8,3,10,18,1,30.75,31.50,31.25,32.75,32.50
2018,8,3,10,18,1,30.50,32.25,31.00,32.25,31.75
2018,8,3,10,18,1,30.75,31.75,31.50,32.75,32.50
2018,8,3,10,18,1,30.75,31.75,31.25,32.75,32.50
2018,8,3,10,18,1,30.75,32.00,31.00,32.25,32.00
2018,8,3,10,18,1,30.75,31.75,31.50,32.50,32.00
2018,8,3,10,19,1,30.50,32.00,31.50,32.75,32.25
2018,8,3,10,19,1,30.75,32.25,31.50,32.75,31.75
2018,8,3,10,19,1,30.25,32.00,31.25,32.50,32.00
2018,8,3,10,19,1,30.50,32.25,31.50,32.75,32.00
2018,8,3,10,19,1,30.50,31.50,31.00,32.75,32.25
2018,8,3,10,19,1,30.50,32.00,31.00,32.50,31.75
2018,8,3,10,20,1,30.75,31.75,31.25,32.50,31.75
2018,8,3,10,20,1,30.75,32.25,30.75,32.75,32.00
2018,8,3,10,20,1,30.75,31.75,31.50,32.00,31.75
2018,8,3,10,20,1,30.50,32.00,31.25,32.50,32.50
2018,8,3,10,20,1,30.50,32.25,31.25,32.75,32.00
2018,8,3,10,21,1,30.25,32.00,31.25,32.00,31.75
2018,8,3,10,21,1,30.50,31.75,31.50,32.25,32.00
2018,8,3,10,21,1,30.25,31.75,31.25,32.25,32.25
2018,8,3,10,21,1,30.00,31.75,31.00,32.50,32.00
2018,8,3,10,21,1,30.75,32.00,31.50,32.50,32.00
2018,8,3,10,21,1,30.25,31.25,31.25,32.50,32.00
2018,8,3,10,22,1,30.25,31.75,31.25,32.50,32.25
2018,8,3,10,22,1,30.50,31.25,31.25,32.75,31.75
2018,8,3,10,22,1,30.00,32.00,31.00,32.50,32.25
2018,8,3,10,22,1,29.75,32.00,31.25,32.50,32.25
2018,8,3,10,22,1,30.25,31.50,31.50,32.50,32.25
2018,8,3,10,22,1,30.25,32.00,31.25,32.25,32.25
2018,8,3,10,23,1,30.25,32.00,31.50,32.50,32.00
2018,8,3,10,23,1,30.50,31.75,31.25,32.75,32.25
2018,8,3,10,23,1,30.75,32.00,31.25,32.75,32.25
2018,8,3,10,23,1,30.50,31.75,31.50,32.75,32.00
2018,8,3,10,23,1,30.50,32.25,31.00,32.75,31.75
2018,8,3,10,24,1,30.00,31.50,31.00,32.75,32.25
2018,8,3,10,24,1,30.25,32.00,30.75,32.25,32.00
2018,8,3,10,24,1,30.50,32.00,30.75,32.50,32.00
2018,8,3,10,24,1,30.00,32.25,31.50,32.75,32.00
2018,8,3,10,24,1,30.50,31.75,31.25,32.25,31.50
2018,8,3,10,24,1,30.25,32.00,31.25,32.50,32.50
2018,8,3,10,25,1,30.00,31.50,31.25,32.25,32.25
2018,8,3,10,25,1,30.25,32.00,31.50,32.75,31.75
2018,8,3,10,25,1,30.25,32.00,30.75,33.00,32.25
2018,8,3,10,25,1,30.50,31.75,31.00,32.75,32.25
2018,8,3,10,25,1,30.50,32.00,31.25,32.25,32.00
2018,8,3,10,25,1,30.25,31.50,30.50,32.50,32.00
2018,8,3,10,26,1,29.75,32.00,31.25,32.50,32.25
2018,8,3,10,26,1,30.50,31.75,31.25,32.25,32.25
